mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
1.0,"27 km E of Livengood, Alaska",1717071107313,1717071251460,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0246xxd2cr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0246xxd2cr&format=geojson,,,,,automatic,0,15,ak,0246xxd2cr,",ak0246xxd2cr,",",ak,",",origin,phase-data,",,,0.36,,ml,earthquake,"M 1.0 - 27 km E of Livengood, Alaska"
1.03,"7 km SSW of Gilroy, CA",1717070910940,1718079382625,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75013337,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75013337&format=geojson,,,,,reviewed,0,16,nc,75013337,",nc75013337,",",nc,",",nearby-cities,origin,phase-data,",12.0,0.009619,0.11,120.0,md,earthquake,"M 1.0 - 7 km SSW of Gilroy, CA"
1.17,"8 km NW of Prague, Oklahoma",1717070859539,1717167591005,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2024kozm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2024kozm&format=geojson,,,,,reviewed,0,21,ok,2024kozm,",ok2024kozm,",",ok,",",origin,phase-data,",42.0,0.01259752794,0.15,42.0,ml,earthquake,"M 1.2 - 8 km NW of Prague, Oklahoma"
1.77999997,"6 km SW of Volcano, Hawaii",1717070800750,1717070957240,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74253406,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74253406&format=geojson,,,,,automatic,0,49,hv,74253406,",hv74253406,",",hv,",",origin,phase-data,",7.0,0.01427,0.140000001,107.0,md,earthquake,"M 1.8 - 6 km SW of Volcano, Hawaii"
2.26,"2 km SW of Pāhala, Hawaii",1717070747660,1717070903750,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74253401,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74253401&format=geojson,,,,,automatic,0,79,hv,74253401,",hv74253401,",",hv,",",origin,phase-data,",60.0,0.03955,0.119999997,80.0,ml,earthquake,"M 2.3 - 2 km SW of Pāhala, Hawaii"
0.24,"6 km NNW of The Geysers, CA",1717070509980,1717842343067,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75013327,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75013327&format=geojson,,,,,reviewed,0,1,nc,75013327,",nc75013327,",",nc,",",nearby-cities,origin,phase-data,",17.0,0.00977,0.02,76.0,md,earthquake,"M 0.2 - 6 km NNW of The Geysers, CA"
0.23,"86 km N of Karluk, Alaska",1717070507910,1717193473000,,https://earthquake.usgs.gov/earthquakes/eventpage/av93009769,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93009769&format=geojson,,,,,reviewed,0,1,av,93009769,",av93009769,",",av,",",origin,phase-data,",7.0,0.1516,0.25,247.0,ml,earthquake,"M 0.2 - 86 km N of Karluk, Alaska"
0.97,"8 km NW of Prague, Oklahoma",1717070484600,1717159620290,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2024kozg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2024kozg&format=geojson,,,,,reviewed,0,14,ok,2024kozg,",ok2024kozg,",",ok,",",origin,phase-data,",38.0,0.01619682163,0.21,48.0,ml,earthquake,"M 1.0 - 8 km NW of Prague, Oklahoma"
0.97,"5 km NNW of The Geysers, CA",1717070149950,1717070245285,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75013322,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75013322&format=geojson,,,,,automatic,0,14,nc,75013322,",nc75013322,",",nc,",",nearby-cities,origin,phase-data,",11.0,0.008555,0.01,61.0,md,earthquake,"M 1.0 - 5 km NNW of The Geysers, CA"
1.62,"16 km SW of Apple Valley, Utah",1717070131510,1717075030350,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80070641,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80070641&format=geojson,,,,,reviewed,0,40,uu,80070641,",uu80070641,",",uu,",",origin,phase-data,",14.0,0.04369,0.15,160.0,ml,earthquake,"M 1.6 - 16 km SW of Apple Valley, Utah"
2.42,"2 km SW of Pāhala, Hawaii",1717069552900,1717150809040,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74253361,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74253361&format=geojson,,,,,automatic,0,90,hv,74253361,",us7000mnyr,hv74253361,",",us,hv,",",origin,phase-data,",59.0,0.04031,0.119999997,78.0,ml,earthquake,"M 2.4 - 2 km SW of Pāhala, Hawaii"
1.0,"39 km E of Yakutat, Alaska",1717069443411,1717710285499,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0246xwylzp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0246xwylzp&format=geojson,,,,,reviewed,0,15,ak,0246xwylzp,",ak0246xwylzp,",",ak,",",origin,phase-data,",,,0.82,,ml,earthquake,"M 1.0 - 39 km E of Yakutat, Alaska"
1.25,"154 km W of Adak, Alaska",1717068881920,1717119097530,,https://earthquake.usgs.gov/earthquakes/eventpage/av93145361,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93145361&format=geojson,,,,,reviewed,0,24,av,93145361,",av93145361,",",av,",",origin,phase-data,",5.0,0.02249,0.07,277.0,ml,earthquake,"M 1.3 - 154 km W of Adak, Alaska"
0.66,"3 km WSW of The Geysers, CA",1717068870300,1717068965799,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75013317,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75013317&format=geojson,,,,,automatic,0,7,nc,75013317,",nc75013317,",",nc,",",nearby-cities,origin,phase-data,",7.0,0.0318,0.16,215.0,md,earthquake,"M 0.7 - 3 km WSW of The Geysers, CA"
-0.43,"36 km W of Adak, Alaska",1717068820260,1717193066250,,https://earthquake.usgs.gov/earthquakes/eventpage/av93009764,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93009764&format=geojson,,,,,reviewed,0,0,av,93009764,",av93009764,",",av,",",origin,phase-data,",5.0,0.01884,0.26,240.0,ml,earthquake,"M -0.4 - 36 km W of Adak, Alaska"
0.29,"38 km WSW of False Pass, Alaska",1717067998320,1717192865400,,https://earthquake.usgs.gov/earthquakes/eventpage/av93009759,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93009759&format=geojson,,,,,reviewed,0,1,av,93009759,",av93009759,",",av,",",origin,phase-data,",4.0,0.03736,0.24,115.0,ml,earthquake,"M 0.3 - 38 km WSW of False Pass, Alaska"
2.33,"91 km SSW of Alberto Oviedo Mota, B.C., MX",1717067731630,1717106714639,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40606759,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40606759&format=geojson,,,,,reviewed,0,84,ci,40606759,",ci40606759,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",12.0,0.1876,0.17,98.0,ml,earthquake,"M 2.3 - 91 km SSW of Alberto Oviedo Mota, B.C., MX"
2.11999989,"5 km S of Pāhala, Hawaii",1717067590030,1717067687750,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74253321,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74253321&format=geojson,,,,,automatic,0,69,hv,74253321,",hv74253321,",",hv,",",origin,phase-data,",49.0,0.008352,0.119999997,165.0,md,earthquake,"M 2.1 - 5 km S of Pāhala, Hawaii"
-0.11,"14 km SSW of Searles Valley, CA",1717067359950,1718132036504,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40606751,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40606751&format=geojson,,,,,reviewed,0,0,ci,40606751,",ci40606751,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",3.0,0.03526,0.02,234.0,ml,earthquake,"M -0.1 - 14 km SSW of Searles Valley, CA"
0.72,"7 km NW of The Geysers, CA",1717067248620,1717067344633,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75013312,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75013312&format=geojson,,,,,automatic,0,8,nc,75013312,",nc75013312,",",nc,",",nearby-cities,origin,phase-data,",9.0,0.008159,0.01,91.0,md,earthquake,"M 0.7 - 7 km NW of The Geysers, CA"
0.77,"3 km NW of The Geysers, CA",1717066673740,1717066769721,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75013307,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75013307&format=geojson,,,,,automatic,0,9,nc,75013307,",nc75013307,",",nc,",",nearby-cities,origin,phase-data,",7.0,0.005603,0.02,222.0,md,earthquake,"M 0.8 - 3 km NW of The Geysers, CA"
3.4,"81 km WSW of Nanwalek, Alaska",1717066338780,1717710283890,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0246xwex8s,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0246xwex8s&format=geojson,1.0,2.0,,,reviewed,0,178,ak,0246xwex8s,",ak0246xwex8s,us7000mnyp,",",ak,us,",",dyfi,origin,phase-data,",,,0.49,,ml,earthquake,"M 3.4 - 81 km WSW of Nanwalek, Alaska"
1.6,"24 km SE of Likely, California",1717064756947,1717088715416,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00878375,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00878375&format=geojson,,,,,reviewed,0,39,nn,00878375,",nn00878375,",",nn,",",origin,phase-data,",4.0,0.842,0.1825,179.0,ml,earthquake,"M 1.6 - 24 km SE of Likely, California"
1.36,"7 km NW of The Geysers, CA",1717064645270,1717064818810,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75013302,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75013302&format=geojson,,,,,automatic,0,28,nc,75013302,",nc75013302,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",28.0,0.003935,0.02,44.0,md,earthquake,"M 1.4 - 7 km NW of The Geysers, CA"
0.45,"22 km W of Ivanof Bay, Alaska",1717064519240,1717191650390,,https://earthquake.usgs.gov/earthquakes/eventpage/av93145296,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93145296&format=geojson,,,,,reviewed,0,3,av,93145296,",av93145296,",",av,",",origin,phase-data,",7.0,0.2484,0.22,167.0,ml,earthquake,"M 0.5 - 22 km W of Ivanof Bay, Alaska"
-0.54,"38 km W of Adak, Alaska",1717064217390,1717192117450,,https://earthquake.usgs.gov/earthquakes/eventpage/av93009749,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93009749&format=geojson,,,,,reviewed,0,0,av,93009749,",av93009749,",",av,",",origin,phase-data,",4.0,0.02069,0.2,279.0,ml,earthquake,"M -0.5 - 38 km W of Adak, Alaska"
1.8,"60 km NE of Chase, Alaska",1717064179309,1717710283674,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0246xw77lt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0246xw77lt&format=geojson,,,,,reviewed,0,50,ak,0246xw77lt,",ak0246xw77lt,",",ak,",",origin,phase-data,",,,0.54,,ml,earthquake,"M 1.8 - 60 km NE of Chase, Alaska"
2.0,"11 km ENE of Naalehu, Hawaii",1717063709220,1717063866940,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74253281,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74253281&format=geojson,,,,,automatic,0,62,hv,74253281,",hv74253281,",",hv,",",origin,phase-data,",53.0,0.06797,0.170000002,180.0,ml,earthquake,"M 2.0 - 11 km ENE of Naalehu, Hawaii"
2.01,"7 km S of Pāhala, Hawaii",1717063702440,1717063860210,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74253276,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74253276&format=geojson,,,,,automatic,0,62,hv,74253276,",hv74253276,",",hv,",",origin,phase-data,",37.0,0.02316,0.289999992,179.0,ml,earthquake,"M 2.0 - 7 km S of Pāhala, Hawaii"
1.73,"6 km NNE of Calumet, Oklahoma",1717063449750,1717072122276,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2024kovk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2024kovk&format=geojson,,,,,reviewed,0,46,ok,2024kovk,",ok2024kovk,",",ok,",",origin,phase-data,",96.0,0.1088786343,0.31,39.0,ml,earthquake,"M 1.7 - 6 km NNE of Calumet, Oklahoma"
1.37,"87 km ESE of Maneadero, B.C., MX",1717063314970,1717698195265,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37666044,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37666044&format=geojson,,,,,reviewed,0,29,ci,37666044,",ci37666044,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",5.0,0.1341,0.33,139.0,ml,earthquake,"M 1.4 - 87 km ESE of Maneadero, B.C., MX"
2.38,"93 km SSW of Alberto Oviedo Mota, B.C., MX",1717063292700,1717697945247,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40606743,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40606743&format=geojson,,,,,reviewed,0,87,ci,40606743,",ci40606743,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.1694,0.19,72.0,ml,earthquake,"M 2.4 - 93 km SSW of Alberto Oviedo Mota, B.C., MX"
1.9,"42 km W of Adak, Alaska",1717063047493,1717710283477,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0246xvuky8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0246xvuky8&format=geojson,,,,,reviewed,0,56,ak,0246xvuky8,",ak0246xvuky8,",",ak,",",origin,phase-data,",,,0.38,,ml,earthquake,"M 1.9 - 42 km W of Adak, Alaska"
2.1,"100 km ESE of Adak, Alaska",1717062611372,1717710283269,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0246xvt1q3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0246xvt1q3&format=geojson,,,,,reviewed,0,68,ak,0246xvt1q3,",ak0246xvt1q3,",",ak,",",origin,phase-data,",,,0.33,,ml,earthquake,"M 2.1 - 100 km ESE of Adak, Alaska"
0.71,"9 km WNW of Cobb, CA",1717062435840,1717062530154,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75013297,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75013297&format=geojson,,,,,automatic,0,8,nc,75013297,",nc75013297,",",nc,",",nearby-cities,origin,phase-data,",11.0,0.01128,0.02,90.0,md,earthquake,"M 0.7 - 9 km WNW of Cobb, CA"
-0.63,"64 km ENE of Pedro Bay, Alaska",1717062298490,1717190476220,,https://earthquake.usgs.gov/earthquakes/eventpage/av93145266,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93145266&format=geojson,,,,,reviewed,0,0,av,93145266,",av93145266,",",av,",",origin,phase-data,",4.0,0.0171,0.06,147.0,ml,earthquake,"M -0.6 - 64 km ENE of Pedro Bay, Alaska"
-0.2,"47 km WNW of Indian Springs, Nevada",1717062029854,1717082841417,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00878371,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00878371&format=geojson,,,,,reviewed,0,0,nn,00878371,",nn00878371,",",nn,",",origin,phase-data,",14.0,0.034,0.0839,131.45,ml,earthquake,"M -0.2 - 47 km WNW of Indian Springs, Nevada"
4.3,Galapagos Triple Junction region,1717062028213,1717150184040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mnyl,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000mnyl&format=geojson,,,,,reviewed,0,284,us,7000mnyl,",us7000mnyl,",",us,",",origin,phase-data,",29.0,17.748,0.47,199.0,mb,earthquake,M 4.3 - Galapagos Triple Junction region
0.77,"3 km W of Cobb, CA",1717061964750,1717062060123,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75013292,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75013292&format=geojson,,,,,automatic,0,9,nc,75013292,",nc75013292,",",nc,",",nearby-cities,origin,phase-data,",9.0,0.01131,0.01,120.0,md,earthquake,"M 0.8 - 3 km W of Cobb, CA"
4.8,"92 km W of Bengkulu, Indonesia",1717061754726,1717065424040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mnyf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000mnyf&format=geojson,,,,,reviewed,0,354,us,7000mnyf,",us7000mnyf,",",us,",",origin,phase-data,",47.0,1.587,1.05,164.0,mb,earthquake,"M 4.8 - 92 km W of Bengkulu, Indonesia"
-0.1,"29 km WNW of Adak, Alaska",1717061565440,1717190359720,,https://earthquake.usgs.gov/earthquakes/eventpage/av93145251,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93145251&format=geojson,,,,,reviewed,0,0,av,93145251,",av93145251,",",av,",",origin,phase-data,",5.0,0.05572,0.33,319.0,ml,earthquake,"M -0.1 - 29 km WNW of Adak, Alaska"
1.1,"66 km ESE of Denali National Park, Alaska",1717061442966,1717710285314,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0246xvott4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0246xvott4&format=geojson,,,,,reviewed,0,19,ak,0246xvott4,",ak0246xvott4,",",ak,",",origin,phase-data,",,,0.55,,ml,earthquake,"M 1.1 - 66 km ESE of Denali National Park, Alaska"
1.76,"6 km WNW of Borrego Springs, CA",1717061395360,1717074833450,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40606727,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40606727&format=geojson,,,,,reviewed,0,48,ci,40606727,",ci40606727,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",84.0,0.08395,0.2,23.0,ml,earthquake,"M 1.8 - 6 km WNW of Borrego Springs, CA"
2.5,"57 km S of Sand Point, Alaska",1717061324820,1717710283039,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0246xvoehp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0246xvoehp&format=geojson,,,,,reviewed,0,96,ak,0246xvoehp,",ak0246xvoehp,",",ak,",",origin,phase-data,",,,0.68,,ml,earthquake,"M 2.5 - 57 km S of Sand Point, Alaska"
1.8,"37 km SE of Pedro Bay, Alaska",1717060970768,1717710285111,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0246xvn4ok,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0246xvn4ok&format=geojson,,,,,reviewed,0,50,ak,0246xvn4ok,",ak0246xvn4ok,",",ak,",",origin,phase-data,",,,0.46,,ml,earthquake,"M 1.8 - 37 km SE of Pedro Bay, Alaska"
4.6,"Volcano Islands, Japan region",1717060834715,1717067038040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mnyh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000mnyh&format=geojson,,,,,reviewed,0,326,us,7000mnyh,",us7000mnyh,",",us,",",origin,phase-data,",74.0,5.156,0.74,83.0,mb,earthquake,"M 4.6 - Volcano Islands, Japan region"
0.05,"21 km W of Sitka, Alaska",1717060790070,1717191178210,,https://earthquake.usgs.gov/earthquakes/eventpage/av93145226,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93145226&format=geojson,,,,,reviewed,0,0,av,93145226,",av93145226,",",av,",",origin,phase-data,",5.0,0.01205,0.13,119.0,ml,earthquake,"M 0.1 - 21 km W of Sitka, Alaska"
1.14,"25 km NE of Arvin, CA",1717059667690,1717074786472,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40606703,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40606703&format=geojson,,,,,reviewed,0,20,ci,40606703,",ci40606703,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",32.0,0.1261,0.19,83.0,ml,earthquake,"M 1.1 - 25 km NE of Arvin, CA"
1.2,"21 km S of Skwentna, Alaska",1717059308954,1717710282772,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0246xv8oej,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0246xv8oej&format=geojson,,,,,reviewed,0,22,ak,0246xv8oej,",ak0246xv8oej,",",ak,",",origin,phase-data,",,,0.51,,ml,earthquake,"M 1.2 - 21 km S of Skwentna, Alaska"
0.76,"9 km NW of The Geysers, CA",1717059139260,1717059234593,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75013287,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75013287&format=geojson,,,,,automatic,0,9,nc,75013287,",nc75013287,",",nc,",",nearby-cities,origin,phase-data,",13.0,0.0061,0.02,89.0,md,earthquake,"M 0.8 - 9 km NW of The Geysers, CA"
1.3,"66 km W of Tyonek, Alaska",1717058943528,1717786000461,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0246xv7dpa,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0246xv7dpa&format=geojson,,,,,reviewed,0,26,ak,0246xv7dpa,",ak0246xv7dpa,",",ak,",",origin,phase-data,",,,0.39,,ml,earthquake,"M 1.3 - 66 km W of Tyonek, Alaska"
0.76,"9 km NW of The Geysers, CA",1717058739150,1717058834687,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75013282,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75013282&format=geojson,,,,,automatic,0,9,nc,75013282,",nc75013282,",",nc,",",nearby-cities,origin,phase-data,",7.0,0.007202,0.01,174.0,md,earthquake,"M 0.8 - 9 km NW of The Geysers, CA"
0.6,"13 km NW of Sutcliffe, Nevada",1717058681018,1717095160227,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00878386,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00878386&format=geojson,,,,,reviewed,0,6,nn,00878386,",nn00878386,",",nn,",",origin,phase-data,",3.0,0.126,0.211,158.88,ml,earthquake,"M 0.6 - 13 km NW of Sutcliffe, Nevada"
2.27,"9 km ESE of Fremont, CA",1717057979050,1717723876448,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75013277,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75013277&format=geojson,3.0,2.2,,,reviewed,0,80,nc,75013277,",nc75013277,",",nc,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,",100.0,0.03618,0.11,25.0,md,earthquake,"M 2.3 - 9 km ESE of Fremont, CA"
4.9,"159 km ENE of Hihifo, Tonga",1717057295794,1718176013236,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mny1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000mny1&format=geojson,2.0,2.7,,,reviewed,0,370,us,7000mny1,",us7000mny1,",",us,",",dyfi,origin,phase-data,",74.0,1.619,0.6,78.0,mb,earthquake,"M 4.9 - 159 km ENE of Hihifo, Tonga"
2.6,"86 km E of Chignik, Alaska",1717057173906,1718175599040,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0246xv109b,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0246xv109b&format=geojson,,,,,reviewed,0,104,ak,0246xv109b,",us7000mnxx,ak0246xv109b,",",us,ak,",",origin,phase-data,",,,0.55,,ml,earthquake,"M 2.6 - 86 km E of Chignik, Alaska"
-0.47,"21 km W of Sitka, Alaska",1717057026440,1717189681850,,https://earthquake.usgs.gov/earthquakes/eventpage/av93145186,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93145186&format=geojson,,,,,reviewed,0,0,av,93145186,",av93145186,",",av,",",origin,phase-data,",5.0,0.0106,0.08,163.0,ml,earthquake,"M -0.5 - 21 km W of Sitka, Alaska"
